"model","archetype","rank","gene","score","abs_score"
"A6","A5",32,"NUCKS1",1.11027600541359,1.11027600541359
"A6","A5",33,"DIAPH3",1.10883341097211,1.10883341097211
"A6","A5",34,"TUBA1C",1.09856766147443,1.09856766147443
"A6","A5",35,"CKAP2",1.07672403221758,1.07672403221758
"A6","A5",36,"CENPE",1.07393312488814,1.07393312488814
"A6","A5",37,"RANBP1",1.06924034271578,1.06924034271578
"A6","A5",38,"KIF20B",1.06350898259974,1.06350898259974
"A6","A5",39,"PA2G4",1.03103478132899,1.03103478132899
"A6","A5",40,"RAN",1.02654988073373,1.02654988073373
"A6","A5",41,"CDK1",1.02348843753637,1.02348843753637
"A6","A5",42,"NEAT1",-1.01609405773737,1.01609405773737
"A6","A5",43,"HNRNPAB",1.01374348984672,1.01374348984672
"A6","A5",44,"H1-3",1.00821729781483,1.00821729781483
"A6","A5",45,"HNRNPA2B1",1.00701355909078,1.00701355909078
"A6","A5",46,"HMMR",1.00110448389062,1.00110448389062
"A6","A5",47,"PTPRR",-0.998519632955072,0.998519632955072
"A6","A5",48,"PBK",0.996416755009803,0.996416755009803
"A6","A5",49,"HSPD1",0.994901540459748,0.994901540459748
"A6","A5",50,"GTSE1",0.988986010084308,0.988986010084308
"A6","A5",51,"PRR11",0.98329464018152,0.98329464018152
"A6","A5",52,"ANLN",0.959089381260372,0.959089381260372
"A6","A5",53,"CDKN3",0.95584558538308,0.95584558538308
"A6","A5",54,"TMPO",0.946959938365935,0.946959938365935
"A6","A5",55,"CDCA8",0.945324981315132,0.945324981315132
"A6","A5",56,"PRKDC",0.944207478327477,0.944207478327477
"A6","A5",57,"AURKA",0.936289032020332,0.936289032020332
"A6","A5",58,"CDC20",0.934523952063972,0.934523952063972
"A6","A5",59,"CKS1B",0.933755098184636,0.933755098184636
"A6","A5",60,"RAD21",0.927917725110217,0.927917725110217
"A6","A5",61,"H1-2",0.925101359116228,0.925101359116228
"A6","A5",62,"NASP",0.92159836745533,0.92159836745533
"A6","A5",63,"HSPE1",0.904102382683147,0.904102382683147
"A6","A5",64,"CEP55",0.889972024188178,0.889972024188178
"A6","A5",65,"FABP5",0.882090229424667,0.882090229424667
"A6","A5",66,"SLC11A2",-0.879683542398772,0.879683542398772
"A6","A5",67,"TACC3",0.877243828065386,0.877243828065386
"A6","A5",68,"CYP3A5",-0.863654267472798,0.863654267472798
"A6","A5",69,"CKAP5",0.856058243571046,0.856058243571046
"A6","A5",70,"ACTB",0.854164760083538,0.854164760083538
"A6","A5",71,"SGO2",0.850443467255478,0.850443467255478
"A6","A5",72,"H1-4",0.848527293887064,0.848527293887064
"A6","A5",73,"KIF4A",0.847022025329409,0.847022025329409
"A6","A5",74,"KNL1",0.845876497041765,0.845876497041765
"A6","A5",75,"H1-5",0.843689011165617,0.843689011165617
"A6","A5",76,"HSPA8",0.843539730590604,0.843539730590604
"A6","A5",77,"KPNA2",0.842954178680697,0.842954178680697
"A6","A5",78,"KIF2C",0.838332135763657,0.838332135763657
"A6","A5",79,"ECT2",0.834915900757282,0.834915900757282
"A6","A5",80,"MIR924HG",0.814605898008119,0.814605898008119
"A6","A5",81,"KIF11",0.814138746279809,0.814138746279809
"A6","A5",82,"PPIA",0.804344483881108,0.804344483881108
"A6","A5",83,"MIS18BP1",0.792458789869278,0.792458789869278
"A6","A5",84,"CALM2",0.791231253826314,0.791231253826314
"A6","A5",85,"NDRG1",-0.787935668488399,0.787935668488399
"A6","A5",86,"TYMS",0.78367643962585,0.78367643962585
"A6","A5",87,"PCLAF",0.781165661119002,0.781165661119002
"A6","A5",88,"SLC2A1",-0.773732614531731,0.773732614531731
"A6","A5",89,"CCNA2",0.77095428657622,0.77095428657622
"A6","A5",90,"NCL",0.769471838448117,0.769471838448117
"A6","A5",91,"DBF4",0.769347750571373,0.769347750571373
"A6","A5",92,"LSM4",0.767581844863748,0.767581844863748
"A6","A5",93,"CCNB2",0.766759730962892,0.766759730962892
"A6","A5",94,"HJURP",0.760497793671141,0.760497793671141
"A6","A5",95,"DTYMK",0.756932150723085,0.756932150723085
"A6","A5",96,"YBX1",0.754309467086868,0.754309467086868
"A6","A5",97,"ERO1A",-0.753766296353499,0.753766296353499
"A6","A5",98,"BUB1",0.752468634633993,0.752468634633993
"A6","A5",99,"YWHAB",0.748061061014515,0.748061061014515
"A6","A5",100,"DNMT1",0.747002965606508,0.747002965606508
"A6","A6",1,"FABP1",-2.46838794445889,2.46838794445889
"A6","A6",2,"SMOC2",1.835220858766,1.835220858766
"A6","A6",3,"NEAT1",-1.54007790010231,1.54007790010231
"A6","A6",4,"TFF3",-1.4453429052897,1.4453429052897
"A6","A6",5,"ENSG00000289474",-1.41608593628554,1.41608593628554
"A6","A6",6,"FAM13A",-1.40554889936399,1.40554889936399
"A6","A6",7,"HNRNPA1",1.25235063829305,1.25235063829305
"A6","A6",8,"MT1X",-1.24272782763261,1.24272782763261
"A6","A6",9,"PTPRR",-1.22101768623339,1.22101768623339
"A6","A6",10,"OLFM4",1.21243220627783,1.21243220627783
"A6","A6",11,"ASCL2",1.21212523447298,1.21212523447298
"A6","A6",12,"SLC6A8",-1.20876850460132,1.20876850460132
"A6","A6",13,"FXYD3",-1.09774576102111,1.09774576102111
"A6","A6",14,"NPM1",1.09541149529174,1.09541149529174
"A6","A6",15,"CLDN2",1.06945017982537,1.06945017982537
"A6","A6",16,"TSPAN8",1.03052680236318,1.03052680236318
"A6","A6",17,"AQP5",1.02971663458705,1.02971663458705
"A6","A6",18,"APBB2",1.02148370395894,1.02148370395894
"A6","A6",19,"TFF1",-1.01212469067493,1.01212469067493
"A6","A6",20,"SLC12A2",1.00513801837473,1.00513801837473
"A6","A6",21,"SLC11A2",-1.00097084711486,1.00097084711486
"A6","A6",22,"EIF4A1",0.988016663955293,0.988016663955293
"A6","A6",23,"EHF",0.985203984634877,0.985203984634877
"A6","A6",24,"MARCKSL1",0.981090751119334,0.981090751119334
"A6","A6",25,"NCL",0.961080618047778,0.961080618047778
"A6","A6",26,"LYZ",0.960340377671286,0.960340377671286
"A6","A6",27,"HSP90AB1",0.954980245322583,0.954980245322583
"A6","A6",28,"CD9",0.949976316307964,0.949976316307964
"A6","A6",29,"LDHB",0.922657696928541,0.922657696928541
"A6","A6",30,"KRT18",0.894702373316644,0.894702373316644
"A6","A6",31,"SNHG29",0.892603848015624,0.892603848015624
"A6","A6",32,"PHGR1",-0.891662615158548,0.891662615158548
"A6","A6",33,"RACK1",0.886197647751745,0.886197647751745
"A6","A6",34,"ACTG1",0.885288336640736,0.885288336640736
"A6","A6",35,"GSTM3",0.868614942983559,0.868614942983559
"A6","A6",36,"ETS2",0.866319438614028,0.866319438614028
"A6","A6",37,"TESC",0.865652267758676,0.865652267758676
"A6","A6",38,"YBX1",0.864115876083839,0.864115876083839
"A6","A6",39,"NDRG1",-0.863542550330741,0.863542550330741
"A6","A6",40,"GPX2",0.855668944270864,0.855668944270864
"A6","A6",41,"NAP1L1",0.84877480341319,0.84877480341319
"A6","A6",42,"CYP3A5",-0.84579797428925,0.84579797428925
"A6","A6",43,"ZNRF3",0.83821725982961,0.83821725982961
"A6","A6",44,"GPHN",0.82841443829995,0.82841443829995
"A6","A6",45,"CDK6",0.816378111828591,0.816378111828591
"A6","A6",46,"SLC2A1",-0.797469491599312,0.797469491599312
"A6","A6",47,"TSC22D1",0.79068889033914,0.79068889033914
"A6","A6",48,"MLEC",0.790291137176272,0.790291137176272
"A6","A6",49,"RAN",0.788748589079892,0.788748589079892
"A6","A6",50,"LGR5",0.776673962478092,0.776673962478092
"A6","A6",51,"CCND1",0.775971173827626,0.775971173827626
"A6","A6",52,"AREG",-0.770693711227427,0.770693711227427
"A6","A6",53,"CCSER2",0.767200806929966,0.767200806929966
"A6","A6",54,"MUC17",-0.761366371643706,0.761366371643706
"A6","A6",55,"KRT20",-0.760133028537329,0.760133028537329
"A6","A6",56,"PHLDA1",0.756665932256508,0.756665932256508
"A6","A6",57,"ITPR2",0.756556527046754,0.756556527046754
"A6","A6",58,"SYNE2",0.7525922298212,0.7525922298212
"A6","A6",59,"SLC25A3",0.748221787943096,0.748221787943096
"A6","A6",60,"HSPD1",0.747265542226176,0.747265542226176
"A6","A6",61,"LINC01811",0.743375527593985,0.743375527593985
"A6","A6",62,"ERO1A",-0.742409412369159,0.742409412369159
"A6","A6",63,"C15orf48",-0.739200022937112,0.739200022937112
"A6","A6",64,"PABPC1",0.737582371739961,0.737582371739961
"A6","A6",65,"GBE1",-0.734838767123471,0.734838767123471
"A6","A6",66,"CCT2",0.72599536188987,0.72599536188987
"A6","A6",67,"YWHAB",0.722384926809172,0.722384926809172
"A6","A6",68,"SSB",0.721620258509214,0.721620258509214
"A6","A6",69,"CCT6A",0.718111746602206,0.718111746602206
"A6","A6",70,"CCT3",0.71641996035983,0.71641996035983
"A6","A6",71,"SLC25A5",0.708393979797429,0.708393979797429
"A6","A6",72,"H3-3B",0.695023602553507,0.695023602553507
"A6","A6",73,"ARID5B",0.691773209745512,0.691773209745512
"A6","A6",74,"ATF3",-0.675503596145015,0.675503596145015
"A6","A6",75,"ANKRD37",-0.671798423848892,0.671798423848892
"A6","A6",76,"ANGPTL4",-0.671151498541653,0.671151498541653
"A6","A6",77,"HNRNPA2B1",0.670356111815541,0.670356111815541
"A6","A6",78,"CCND2",0.665830945577625,0.665830945577625
"A6","A6",79,"ACSS2",-0.665275295139721,0.665275295139721
"A6","A6",80,"NRXN3",0.661237953691823,0.661237953691823
"A6","A6",81,"RCN1",0.658084817237525,0.658084817237525
"A6","A6",82,"KLK6",0.656789924855773,0.656789924855773
"A6","A6",83,"EGLN3",-0.655816564966189,0.655816564966189
"A6","A6",84,"PLCB4",0.65478702750567,0.65478702750567
"A6","A6",85,"GDF15",-0.651945324010318,0.651945324010318
"A6","A6",86,"HILPDA",-0.65052938615329,0.65052938615329
"A6","A6",87,"STARD13",0.648334023670213,0.648334023670213
"A6","A6",88,"PRAP1",-0.648296952571991,0.648296952571991
"A6","A6",89,"ALDH1A1",0.647501941300762,0.647501941300762
"A6","A6",90,"CFTR",0.647243145467054,0.647243145467054
"A6","A6",91,"SCD",-0.646828409095713,0.646828409095713
"A6","A6",92,"NIPSNAP1",0.642595337064885,0.642595337064885
"A6","A6",93,"LCN2",0.642217560443002,0.642217560443002
"A6","A6",94,"PPIA",0.639097029652459,0.639097029652459
"A6","A6",95,"CCT5",0.63825297322978,0.63825297322978
"A6","A6",96,"PGK1",-0.63505313550847,0.63505313550847
"A6","A6",97,"CASC19",0.632686502781833,0.632686502781833
"A6","A6",98,"PARP1",0.620237577100468,0.620237577100468
"A6","A6",99,"MECOM",0.618626689531762,0.618626689531762
"A6","A6",100,"DACH1",0.617097191154436,0.617097191154436
