"model","archetype","rank","gene","score","abs_score"
"A5","A1",63,"LINC00511",1.05019813626952,1.05019813626952
"A5","A1",64,"HSP90AA1",-1.04886541218679,1.04886541218679
"A5","A1",65,"HSPA5",-1.02780156186473,1.02780156186473
"A5","A1",66,"MYL12A",-1.01707255881564,1.01707255881564
"A5","A1",67,"VDAC2",-1.01587472390242,1.01587472390242
"A5","A1",68,"PRR13",-1.01127284096047,1.01127284096047
"A5","A1",69,"IL32",-0.983941929315961,0.983941929315961
"A5","A1",70,"PRDX6",-0.982072716247372,0.982072716247372
"A5","A1",71,"EIF4A1",-0.977793634596776,0.977793634596776
"A5","A1",72,"CLDN7",-0.976155012791841,0.976155012791841
"A5","A1",73,"PLIN2",-0.972336161049596,0.972336161049596
"A5","A1",74,"CALM1",-0.971170889875326,0.971170889875326
"A5","A1",75,"ARL6IP1",-0.952354643559867,0.952354643559867
"A5","A1",76,"LCN2",-0.939698347171104,0.939698347171104
"A5","A1",77,"H2AZ1",-0.931937017804204,0.931937017804204
"A5","A1",78,"CLDN3",-0.930793362911528,0.930793362911528
"A5","A1",79,"GPX4",-0.924459228178189,0.924459228178189
"A5","A1",80,"CD9",-0.919332342056818,0.919332342056818
"A5","A1",81,"SCD",-0.915100744549427,0.915100744549427
"A5","A1",82,"LDHB",-0.906024486238571,0.906024486238571
"A5","A1",83,"RAN",-0.90116056610397,0.90116056610397
"A5","A1",84,"DDIT4",-0.895981861093365,0.895981861093365
"A5","A1",85,"PRAP1",-0.878209320252062,0.878209320252062
"A5","A1",86,"KLK10",-0.870954466316952,0.870954466316952
"A5","A1",87,"PGAM1",-0.866745508004499,0.866745508004499
"A5","A1",88,"LMAN1",-0.865649188184002,0.865649188184002
"A5","A1",89,"PTTG1IP",-0.859927743185135,0.859927743185135
"A5","A1",90,"HSPE1",-0.856273519462902,0.856273519462902
"A5","A1",91,"IER3",-0.853617886758417,0.853617886758417
"A5","A1",92,"MYDGF",-0.85276668995898,0.85276668995898
"A5","A1",93,"TFF1",-0.848961044923475,0.848961044923475
"A5","A1",94,"EGLN3",-0.84858448711943,0.84858448711943
"A5","A1",95,"C15orf48",-0.847288427646071,0.847288427646071
"A5","A1",96,"NCL",-0.828003903723572,0.828003903723572
"A5","A1",97,"PNRC1",-0.818404384877252,0.818404384877252
"A5","A1",98,"PSME2",-0.817215698764345,0.817215698764345
"A5","A1",99,"TUBA1B",-0.809405361771502,0.809405361771502
"A5","A1",100,"RHOC",-0.801910545620013,0.801910545620013
"A5","A2",1,"MT1X",2.37300869270115,2.37300869270115
"A5","A2",2,"TFF3",2.00258311969356,2.00258311969356
"A5","A2",3,"FABP1",1.94280466833397,1.94280466833397
"A5","A2",4,"ENSG00000289474",1.42682335135653,1.42682335135653
"A5","A2",5,"FXYD3",1.25451186509974,1.25451186509974
"A5","A2",6,"TFF1",1.1910928389733,1.1910928389733
"A5","A2",7,"SMOC2",-0.91000938170513,0.91000938170513
"A5","A2",8,"PHGR1",0.897573407123426,0.897573407123426
"A5","A2",9,"HILPDA",0.881300673847234,0.881300673847234
"A5","A2",10,"NEAT1",0.873379426777104,0.873379426777104
"A5","A2",11,"FAM13A",0.849239210026602,0.849239210026602
"A5","A2",12,"S100A10",0.841032849386051,0.841032849386051
"A5","A2",13,"ANKRD37",0.830252447065225,0.830252447065225
"A5","A2",14,"TFF2",0.793536301971843,0.793536301971843
"A5","A2",15,"HSP90AA1",-0.747235691948184,0.747235691948184
"A5","A2",16,"SLC2A1",0.746705931428224,0.746705931428224
"A5","A2",17,"NCL",-0.723424238513931,0.723424238513931
"A5","A2",18,"KRT7",0.716522781245414,0.716522781245414
"A5","A2",19,"SQLE",0.698516945255694,0.698516945255694
"A5","A2",20,"PRSS2",0.685870165230552,0.685870165230552
"A5","A2",21,"STK17A",0.677410991202367,0.677410991202367
"A5","A2",22,"DDX5",-0.677086883703191,0.677086883703191
"A5","A2",23,"HMGB1",-0.676720270746872,0.676720270746872
"A5","A2",24,"MECOM",-0.657222216082629,0.657222216082629
"A5","A2",25,"ACSS2",0.652662863469603,0.652662863469603
"A5","A2",26,"SLC6A8",0.63892901097348,0.63892901097348
"A5","A2",27,"FA2H",0.630248497276262,0.630248497276262
"A5","A2",28,"TUBB4B",-0.623385401469886,0.623385401469886
"A5","A2",29,"APBB2",-0.614377533844848,0.614377533844848
"A5","A2",30,"SLC12A2",-0.606902211724738,0.606902211724738
"A5","A2",31,"PTPRR",0.606785913970275,0.606785913970275
"A5","A2",32,"NDRG1",0.592499966624924,0.592499966624924
"A5","A2",33,"LGALS1",0.592450607876287,0.592450607876287
"A5","A2",34,"SYNE2",-0.586896792332209,0.586896792332209
"A5","A2",35,"HNRNPA2B1",-0.585349560234079,0.585349560234079
"A5","A2",36,"GPHN",-0.584240358095194,0.584240358095194
"A5","A2",37,"ETS2",-0.583730522969298,0.583730522969298
"A5","A2",38,"TUBA1B",-0.579676246871731,0.579676246871731
"A5","A2",39,"KRT19",0.579207226215195,0.579207226215195
"A5","A2",40,"PGK1",0.576888869345623,0.576888869345623
"A5","A2",41,"TMSB4X",0.5714028364271,0.5714028364271
"A5","A2",42,"AQP5",-0.568617735997903,0.568617735997903
"A5","A2",43,"GSTM3",-0.564011396358569,0.564011396358569
"A5","A2",44,"LGALS3",0.558113129956964,0.558113129956964
"A5","A2",45,"YWHAB",-0.556530577648621,0.556530577648621
"A5","A2",46,"ATF3",0.552214961556507,0.552214961556507
"A5","A2",47,"CLDN2",-0.542870407420163,0.542870407420163
"A5","A2",48,"HSPD1",-0.542798099799481,0.542798099799481
"A5","A2",49,"ANXA2",0.540979512570423,0.540979512570423
"A5","A2",50,"BNIP3",0.540650746101895,0.540650746101895
"A5","A2",51,"AKR1C3",-0.539161878004994,0.539161878004994
"A5","A2",52,"MSMO1",0.535937532129543,0.535937532129543
"A5","A2",53,"RAN",-0.535271040477399,0.535271040477399
"A5","A2",54,"ARID5B",-0.534916696792433,0.534916696792433
"A5","A2",55,"GMDS-DT",-0.533596709942798,0.533596709942798
"A5","A2",56,"NFIA",-0.527386685600041,0.527386685600041
"A5","A2",57,"CDK6",-0.526240841084918,0.526240841084918
"A5","A2",58,"ERO1A",0.524713866219587,0.524713866219587
"A5","A2",59,"HMGCS1",0.514934624411352,0.514934624411352
"A5","A2",60,"ADIRF",0.514795084333501,0.514795084333501
"A5","A2",61,"HSPA8",-0.514615709591177,0.514615709591177
"A5","A2",62,"AREG",0.512484562701427,0.512484562701427
"A5","A2",63,"HNRNPA1",-0.51169397316895,0.51169397316895
"A5","A2",64,"CERS6",-0.50981509542213,0.50981509542213
"A5","A2",65,"PRSS1",0.509586010606856,0.509586010606856
"A5","A2",66,"HNRNPD",-0.506286878173816,0.506286878173816
"A5","A2",67,"CD55",0.505787357383126,0.505787357383126
"A5","A2",68,"EIF4A1",-0.500834544006737,0.500834544006737
"A5","A2",69,"LGALS4",0.495425414039551,0.495425414039551
"A5","A2",70,"CD9",-0.49209776962862,0.49209776962862
"A5","A2",71,"IMMP2L",-0.491274119377807,0.491274119377807
"A5","A2",72,"SSB",-0.484794742143733,0.484794742143733
"A5","A2",73,"AGPAT2",0.483152317497157,0.483152317497157
"A5","A2",74,"ZNRF3",-0.482797902717664,0.482797902717664
"A5","A2",75,"ISG20",0.479776988406763,0.479776988406763
"A5","A2",76,"MXD1",0.479624753584564,0.479624753584564
"A5","A2",77,"BHLHE40",0.475166081688365,0.475166081688365
"A5","A2",78,"CCT5",-0.473415541852244,0.473415541852244
"A5","A2",79,"KANK1",-0.469299869729546,0.469299869729546
"A5","A2",80,"PRSS8",0.46834269419013,0.46834269419013
"A5","A2",81,"HNRNPAB",-0.465688508442343,0.465688508442343
"A5","A2",82,"S100A14",0.464674583756261,0.464674583756261
"A5","A2",83,"SLC11A2",0.463945289523509,0.463945289523509
"A5","A2",84,"LINC01811",-0.462249438811221,0.462249438811221
"A5","A2",85,"TSPAN8",-0.461789450195448,0.461789450195448
"A5","A2",86,"SFPQ",-0.460544384615987,0.460544384615987
"A5","A2",87,"PDE4D",-0.460128233357941,0.460128233357941
"A5","A2",88,"DACH1",-0.459586767426356,0.459586767426356
"A5","A2",89,"CCT3",-0.457813067677149,0.457813067677149
"A5","A2",90,"H3-3B",-0.453903599485183,0.453903599485183
"A5","A2",91,"ITPR2",-0.453734314995847,0.453734314995847
"A5","A2",92,"C15orf48",0.452975568012004,0.452975568012004
"A5","A2",93,"PLIN2",0.445078207111798,0.445078207111798
"A5","A2",94,"GRB10",0.44457631073617,0.44457631073617
"A5","A2",95,"SLC25A3",-0.444270725141062,0.444270725141062
"A5","A2",96,"CCSER2",-0.442890663846133,0.442890663846133
"A5","A2",97,"DUOX2",0.440539202858724,0.440539202858724
"A5","A2",98,"PIK3R1",-0.439838937374461,0.439838937374461
"A5","A2",99,"ASCL2",-0.438875622439995,0.438875622439995
"A5","A2",100,"STARD13",-0.438421629743517,0.438421629743517
"A5","A3",1,"CES2",2.50640006920936,2.50640006920936
"A5","A3",2,"PRAP1",2.23033231266291,2.23033231266291
"A5","A3",3,"SLC40A1",2.14471518091457,2.14471518091457
"A5","A3",4,"C17orf78",2.13815011543507,2.13815011543507
"A5","A3",5,"ALDOB",2.06126841052512,2.06126841052512
"A5","A3",6,"KRT20",2.03533564957499,2.03533564957499
"A5","A3",7,"RBP2",1.96208550743946,1.96208550743946
"A5","A3",8,"B2M",1.95887849408951,1.95887849408951
"A5","A3",9,"ANPEP",1.87294466586185,1.87294466586185
"A5","A3",10,"LGALS3",1.82774291484127,1.82774291484127
"A5","A3",11,"ITM2B",1.71632292535846,1.71632292535846
"A5","A3",12,"ENSG00000289474",-1.70908881826799,1.70908881826799
"A5","A3",13,"HLA-C",1.68663616392561,1.68663616392561
"A5","A3",14,"FTH1",1.64588143780126,1.64588143780126
"A5","A3",15,"ANGPTL4",1.6336656113318,1.6336656113318
"A5","A3",16,"MUC13",1.62887688139878,1.62887688139878
"A5","A3",17,"GPX4",1.62665387155065,1.62665387155065
"A5","A3",18,"FABP6",1.62115000309782,1.62115000309782
"A5","A3",19,"EPCAM",1.61485441122313,1.61485441122313
"A5","A3",20,"CLDN7",1.60256241392087,1.60256241392087
"A5","A3",21,"RNF186",1.59380698937602,1.59380698937602
"A5","A3",22,"SLC6A8",1.55374210421645,1.55374210421645
"A5","A3",23,"MTTP",1.55141776546175,1.55141776546175
"A5","A3",24,"IL32",1.54922386623585,1.54922386623585
"A5","A3",25,"HSD17B2",1.53111850081657,1.53111850081657
"A5","A3",26,"ERO1A",1.5138008039145,1.5138008039145
"A5","A3",27,"TSPAN8",1.49419884050594,1.49419884050594
"A5","A3",28,"CTSD",1.47776605213312,1.47776605213312
"A5","A3",29,"S100A14",1.4616647050601,1.4616647050601
"A5","A3",30,"PTTG1IP",1.43311742812293,1.43311742812293
"A5","A3",31,"SPINT2",1.43135964707328,1.43135964707328
"A5","A3",32,"FABP1",1.43031218191763,1.43031218191763
"A5","A3",33,"FABP2",1.42696350248686,1.42696350248686
"A5","A3",34,"HLA-A",1.40726054363909,1.40726054363909
"A5","A3",35,"FXYD3",1.3979818563849,1.3979818563849
"A5","A3",36,"PRSS8",1.38951925737048,1.38951925737048
"A5","A3",37,"SLC11A2",1.3849876670685,1.3849876670685
"A5","A3",38,"RHOC",1.32004968648463,1.32004968648463
"A5","A3",39,"PLAC8",1.31351080395438,1.31351080395438
"A5","A3",40,"GLRX",1.3105904429016,1.3105904429016
"A5","A3",41,"HLA-B",1.30916970283075,1.30916970283075
"A5","A3",42,"ATP1B1",1.30533877946473,1.30533877946473
"A5","A3",43,"INSIG1",1.29748452913446,1.29748452913446
"A5","A3",44,"APOA4",1.29493972683339,1.29493972683339
"A5","A3",45,"MYL12B",1.29401290940064,1.29401290940064
"A5","A3",46,"C15orf48",1.27980476945961,1.27980476945961
"A5","A3",47,"PRR13",1.27330853997782,1.27330853997782
"A5","A3",48,"CBR1",1.27320102906448,1.27320102906448
"A5","A3",49,"SERPINA1",1.26844571294075,1.26844571294075
"A5","A3",50,"OLFM4",-1.25959229914732,1.25959229914732
"A5","A3",51,"VDAC2",1.25723416398626,1.25723416398626
"A5","A3",52,"ADIRF",1.24857494544967,1.24857494544967
"A5","A3",53,"TM4SF5",1.23335654353706,1.23335654353706
"A5","A3",54,"TSPAN1",1.22877305423378,1.22877305423378
"A5","A3",55,"TFF1",1.21736999466396,1.21736999466396
"A5","A3",56,"EFNA1",1.21170214141376,1.21170214141376
"A5","A3",57,"HSPA5",1.21119895505885,1.21119895505885
"A5","A3",58,"SLC50A1",1.20841710564923,1.20841710564923
"A5","A3",59,"TMEM59",1.20496878159799,1.20496878159799
"A5","A3",60,"CYP2S1",1.19765230638045,1.19765230638045
"A5","A3",61,"SI",1.1756432826738,1.1756432826738
"A5","A3",62,"SLC3A1",1.1668811677304,1.1668811677304
"A5","A3",63,"SCD",1.1656592359893,1.1656592359893
"A5","A3",64,"CDA",1.15838172443823,1.15838172443823
"A5","A3",65,"APOA1",1.15697067479418,1.15697067479418
"A5","A3",66,"RBCK1",1.15163555263008,1.15163555263008
"A5","A3",67,"MUC17",1.14450209777796,1.14450209777796
"A5","A3",68,"P4HA2",1.14436367836759,1.14436367836759
"A5","A3",69,"PKIB",1.14402926911077,1.14402926911077
"A5","A3",70,"CYP51A1",1.1413957599111,1.1413957599111
"A5","A3",71,"TIMP2",1.13847976998746,1.13847976998746
"A5","A3",72,"SLC22A18",1.13295737227017,1.13295737227017
"A5","A3",73,"TMEM45B",1.1258599710459,1.1258599710459
"A5","A3",74,"EGLN3",1.12578428567899,1.12578428567899
"A5","A3",75,"ACY1",1.11720089967135,1.11720089967135
"A5","A3",76,"CDHR5",1.10889745260508,1.10889745260508
"A5","A3",77,"TNFSF10",1.09541345619043,1.09541345619043
"A5","A3",78,"KLK7",1.09431538094651,1.09431538094651
"A5","A3",79,"PRDX6",1.08833477479963,1.08833477479963
"A5","A3",80,"ANKRD37",1.08480393309428,1.08480393309428
"A5","A3",81,"TM4SF20",1.05664524314532,1.05664524314532
"A5","A3",82,"LDHA",1.05112075310064,1.05112075310064
"A5","A3",83,"PHGR1",1.04532591854679,1.04532591854679
"A5","A3",84,"PTGR1",1.03879512687328,1.03879512687328
"A5","A3",85,"SLC5A1",1.03734357001704,1.03734357001704
"A5","A3",86,"SDCBP2",1.03592958738428,1.03592958738428
"A5","A3",87,"MYL12A",1.03462123219938,1.03462123219938
"A5","A3",88,"TM4SF4",1.0343892498221,1.0343892498221
"A5","A3",89,"LMAN1",1.03289572128599,1.03289572128599
"A5","A3",90,"GBP3",1.02394324024087,1.02394324024087
"A5","A3",91,"CTSZ",1.02324282056399,1.02324282056399
"A5","A3",92,"PTPRR",1.01963557585573,1.01963557585573
"A5","A3",93,"APOC3",1.01183952947756,1.01183952947756
"A5","A3",94,"CYP3A4",1.00629383165077,1.00629383165077
"A5","A3",95,"BTNL8",1.00425818650165,1.00425818650165
"A5","A3",96,"GAPDH",0.999719866275857,0.999719866275857
"A5","A3",97,"SLC12A2",-0.997329995046146,0.997329995046146
"A5","A3",98,"MYDGF",0.992118547286359,0.992118547286359
"A5","A3",99,"CYP3A5",0.991709217446176,0.991709217446176
"A5","A3",100,"PGAM1",0.990526487826922,0.990526487826922
"A5","A4",1,"TUBA1B",2.27951308445107,2.27951308445107
"A5","A4",2,"HMGB2",2.23251436978979,2.23251436978979
"A5","A4",3,"TOP2A",2.09829033628738,2.09829033628738
"A5","A4",4,"MKI67",2.02369472970401,2.02369472970401
"A5","A4",5,"TUBB4B",1.84817023093336,1.84817023093336
"A5","A4",6,"CENPF",1.82272071018128,1.82272071018128
"A5","A4",7,"H4C3",1.81627817796042,1.81627817796042
"A5","A4",8,"HMGB1",1.7526560345538,1.7526560345538
"A5","A4",9,"H2AZ1",1.63098537316929,1.63098537316929
"A5","A4",10,"NUSAP1",1.61710636691705,1.61710636691705
"A5","A4",11,"TPX2",1.50035166247692,1.50035166247692
"A5","A4",12,"CKS2",1.45891626740668,1.45891626740668
"A5","A4",13,"PTTG1",1.44226988373861,1.44226988373861
"A5","A4",14,"TUBB",1.43941731160889,1.43941731160889
"A5","A4",15,"STMN1",1.39925262471819,1.39925262471819
"A5","A4",16,"HSP90AA1",1.38897414363544,1.38897414363544
"A5","A4",17,"HMGN2",1.35391632390741,1.35391632390741
"A5","A4",18,"UBE2S",1.34890070949093,1.34890070949093
"A5","A4",19,"PRC1",1.29147172058425,1.29147172058425
"A5","A4",20,"RRM2",1.26623667787134,1.26623667787134
"A5","A4",21,"SMC4",1.23988871229083,1.23988871229083
"A5","A4",22,"FAM13A",-1.2284133536422,1.2284133536422
"A5","A4",23,"MT1X",-1.18460519145238,1.18460519145238
"A5","A4",24,"CCNB1",1.15866372784328,1.15866372784328
"A5","A4",25,"UBE2C",1.14006779298595,1.14006779298595
"A5","A4",26,"ARL6IP1",1.1018334305732,1.1018334305732
"A5","A4",27,"RANBP1",1.09905897162047,1.09905897162047
"A5","A4",28,"NUCKS1",1.09535139649351,1.09535139649351
"A5","A4",29,"TFF3",-1.09375002725131,1.09375002725131
"A5","A4",30,"PA2G4",1.09036804103992,1.09036804103992
"A5","A4",31,"CENPW",1.0786766997916,1.0786766997916
"A5","A4",32,"HSPD1",1.07530503527473,1.07530503527473
"A5","A4",33,"NEAT1",-1.06698288284611,1.06698288284611
"A5","A4",34,"BIRC5",1.06442205712816,1.06442205712816
"A5","A4",35,"HNRNPAB",1.05357152206106,1.05357152206106
"A5","A4",36,"TUBA1C",1.05153566344299,1.05153566344299
"A5","A4",37,"HNRNPA2B1",1.04628893661362,1.04628893661362
"A5","A4",38,"RAN",1.04550703834256,1.04550703834256
"A5","A4",39,"DIAPH3",1.03475045152404,1.03475045152404
"A5","A4",40,"ASPM",1.02754405374039,1.02754405374039
"A5","A4",41,"DLGAP5",1.0244426067449,1.0244426067449
"A5","A4",42,"PTPRR",-1.02352353546075,1.02352353546075
"A5","A4",43,"H1-3",0.99662225191152,0.99662225191152
"A5","A4",44,"KIF20B",0.984846862591851,0.984846862591851
"A5","A4",45,"CENPE",0.979487840423368,0.979487840423368
"A5","A4",46,"CKAP2",0.97889904310353,0.97889904310353
"A5","A4",47,"HSPE1",0.971395786807729,0.971395786807729
"A5","A4",48,"PRKDC",0.969228798371365,0.969228798371365
"A5","A4",49,"CDK1",0.945710854856972,0.945710854856972
"A5","A4",50,"NASP",0.937892570221146,0.937892570221146
"A5","A4",51,"PBK",0.934854635620973,0.934854635620973
"A5","A4",52,"FABP5",0.921827189156191,0.921827189156191
"A5","A4",53,"HMMR",0.920196563538954,0.920196563538954
"A5","A4",54,"TMPO",0.917666188095563,0.917666188095563
"A5","A4",55,"H1-2",0.903814849413323,0.903814849413323
"A5","A4",56,"HSPA8",0.900852254440216,0.900852254440216
"A5","A4",57,"GTSE1",0.899828482592897,0.899828482592897
"A5","A4",58,"CDKN3",0.896180036629193,0.896180036629193
"A5","A4",59,"PRR11",0.893418110781693,0.893418110781693
"A5","A4",60,"ANLN",0.8813668071068,0.8813668071068
"A5","A4",61,"ACTB",0.877436418533403,0.877436418533403
"A5","A4",62,"CKS1B",0.87705188266259,0.87705188266259
"A5","A4",63,"CDCA8",0.870967625646501,0.870967625646501
"A5","A4",64,"CDC20",0.866189075555555,0.866189075555555
"A5","A4",65,"RAD21",0.86264010032168,0.86264010032168
"A5","A4",66,"PPIA",0.852309730499288,0.852309730499288
"A5","A4",67,"SLC11A2",-0.850731994566593,0.850731994566593
"A5","A4",68,"AURKA",0.849520961686447,0.849520961686447
"A5","A4",69,"CYP3A5",-0.844359181660513,0.844359181660513
"A5","A4",70,"H1-4",0.84405820615133,0.84405820615133
"A5","A4",71,"YBX1",0.836976720241746,0.836976720241746
"A5","A4",72,"NCL",0.829984398547465,0.829984398547465
"A5","A4",73,"H1-5",0.823825031251268,0.823825031251268
"A5","A4",74,"CEP55",0.823504644707406,0.823504644707406
"A5","A4",75,"SLC6A8",-0.81805339884465,0.81805339884465
"A5","A4",76,"TACC3",0.804512375639072,0.804512375639072
"A5","A4",77,"LSM4",0.793671534276093,0.793671534276093
"A5","A4",78,"LDHB",0.788924929379489,0.788924929379489
"A5","A4",79,"ERO1A",-0.788591496256474,0.788591496256474
"A5","A4",80,"MIR924HG",0.788136004207755,0.788136004207755
"A5","A4",81,"SLC2A1",-0.78810871625826,0.78810871625826
"A5","A4",82,"NDRG1",-0.785786421024736,0.785786421024736
"A5","A4",83,"YWHAB",0.784791367329612,0.784791367329612
"A5","A4",84,"CKAP5",0.783947161159737,0.783947161159737
"A5","A4",85,"KPNA2",0.782578868139471,0.782578868139471
"A5","A4",86,"PCLAF",0.778558068864997,0.778558068864997
"A5","A4",87,"KNL1",0.77750050706928,0.77750050706928
"A5","A4",88,"KIF4A",0.776817602650293,0.776817602650293
"A5","A4",89,"SGO2",0.77285332025319,0.77285332025319
"A5","A4",90,"TYMS",0.770092565611008,0.770092565611008
"A5","A4",91,"CALM2",0.769668104596375,0.769668104596375
"A5","A4",92,"ECT2",0.767164562812042,0.767164562812042
"A5","A4",93,"KIF2C",0.759453382921157,0.759453382921157
"A5","A4",94,"DNMT1",0.759339840293337,0.759339840293337
"A5","A4",95,"EIF4A1",0.754932839564037,0.754932839564037
"A5","A4",96,"CCT5",0.752859642596716,0.752859642596716
"A5","A4",97,"KIF11",0.744710099697058,0.744710099697058
"A5","A4",98,"ATAD2",0.741131726160018,0.741131726160018
"A5","A4",99,"DTYMK",0.733633935349829,0.733633935349829
"A5","A4",100,"H3-3B",0.726905041847042,0.726905041847042
"A5","A5",1,"FABP1",-1.71425469029238,1.71425469029238
"A5","A5",2,"ENSG00000289474",-1.59790011604226,1.59790011604226
"A5","A5",3,"LYZ",1.49826550987187,1.49826550987187
"A5","A5",4,"SMOC2",1.3736259070876,1.3736259070876
"A5","A5",5,"NEAT1",-1.36967555773728,1.36967555773728
"A5","A5",6,"OLFM4",1.35662451894445,1.35662451894445
"A5","A5",7,"HNRNPA1",1.31265855641308,1.31265855641308
"A5","A5",8,"NPM1",1.172773469859,1.172773469859
"A5","A5",9,"TFF3",-1.08400592768446,1.08400592768446
"A5","A5",10,"ETS2",1.04625918930225,1.04625918930225
"A5","A5",11,"MT1X",-1.03688086858726,1.03688086858726
"A5","A5",12,"NAP1L1",0.998669710773717,0.998669710773717
"A5","A5",13,"KRT18",0.994656705169822,0.994656705169822
"A5","A5",14,"CD9",0.983949411580516,0.983949411580516
"A5","A5",15,"HSP90AB1",0.976715038315706,0.976715038315706
"A5","A5",16,"SLC12A2",0.976170657748248,0.976170657748248
"A5","A5",17,"EHF",0.96865703773844,0.96865703773844
"A5","A5",18,"SNHG29",0.948121993003594,0.948121993003594
"A5","A5",19,"ASCL2",0.947051011152617,0.947051011152617
"A5","A5",20,"TSPAN8",0.940007929621256,0.940007929621256
"A5","A5",21,"NCL",0.936553036380832,0.936553036380832
"A5","A5",22,"EIF4A1",0.928946448588921,0.928946448588921
"A5","A5",23,"RACK1",0.92498088319699,0.92498088319699
"A5","A5",24,"IGFBP2",0.92282794434968,0.92282794434968
"A5","A5",25,"MARCKSL1",0.918668486437975,0.918668486437975
"A5","A5",26,"TSC22D1",0.916850703956684,0.916850703956684
"A5","A5",27,"LDHB",0.903402464556089,0.903402464556089
"A5","A5",28,"CLDN2",0.90170532191535,0.90170532191535
"A5","A5",29,"KLK7",0.897772807369282,0.897772807369282
"A5","A5",30,"GPX2",0.884501733259797,0.884501733259797
"A5","A5",31,"MLEC",0.883604639626552,0.883604639626552
"A5","A5",32,"GSTM3",0.873679360033295,0.873679360033295
"A5","A5",33,"YBX1",0.867219738248761,0.867219738248761
